,freeforms
slow burn?,1
switching POV,1
But also,1
bc I can't seem to resist putting getting together flashbacks into established relationship fics,1
it's really heavy-handed with the sappiness,1
lowkey angst (because it's Garak),1
mention of past drug addiction,1
Advent Challenge,1
Bad Pick-Up Lines,1
Christmas Cookies,1
Trapped,1
Inspired by Scooby Doo,1
Yes I am actually writing this,1
because All of them do,1
fuck trump,1
i'm not proud of this,1
seriously,1
Alternate Universe - Future,1
Elim Garak is raggedy,1
Good Doctoring,1
Warming Up,1
Hickeys,1
"""so why did you make him fuck dukat""",1
Blasphemy,1
a little bit at least,1
ailish once again says fuck catholicism,1
because it was for the DEVELOPMENT,1
Workplace Relationship,1
do i need to tag every single weyoun who makes an appearance,1
except weyoun 8,1
i love weyoun more than myself,1
its a very thinly veiled metaphor,1
sometimes all you have to do for character development is fuck dukat a few times,1
that seems unnecessary,1
the founders are the catholicism,1
the original characters are unimportant and dont even have names,1
until the episode right after the weyoun six one,1
weyoun gets to be happy,1
Sleepwalking,1
minor PTSD insinuations,1
but then I couldn't stop writing,1
It’s a Seinfeld reference,1
putting old demons to rest,1
No Gendered Pronouns for the Reader,1
He's Julian Bashir,1
Some of really want evil Bashir,1
Thanks to Section 31,1
"Well this is my take on how to make him ""evil""",1
Mention of sex,1
Team Dad Benjamin Sisko,1
one (1) swearword,1
Relationship Study,1
not ASiT compliant,1
Episode s07e13 Field of Fire,1
For the title I mean I'm sorry,1
Minor Character(s),1
There's an implied romance in between Spock and McCoy but I didn't want to put it in the tags,1
Garak has a tail,1
gender neutral reader,1
let Garak feel pretty,1
Elim Garak: Anxiety Lizard,1
Round Robin,1
Battle,1
Dominion,1
Rant,1
Terok Nor,1
no betaed,1
post season 5 finale,1
Episode: s07e12 The Emperor's New Cloak,1
in which Mirror Brunt is a sad boi and Quark comforts him,1
He can't be evil,1
Darkfic,1
Cardassian hand kisses,1
worf hasn't come to ds9 because kiradax reasons,1
Angry Kissing,1
Bi Jadzia Dax,1
Compulsory Heterosexuality,1
Fake Enemies,1
Gay Odo,1
Gay Quark,1
Homewrecker Jadzia,1
Lesbian Kira Nerys,1
and i love him with jadzia too much to hurt his feelings,1
i think it counts anyways,1
i tried to format this like a real episode,1
it's about the yearning,1
Prompt: Dreams/Hallucinations,1
But how can Bashir be evil,1
Garak's dark and haunting past and all that,1
Prompt: Secret Relatives,1
Tain Is a Terrible Father,1
Accidental Wedding,1
Prompt: Accidental Marriage/Bonding,1
Alternate Universe - Magic,1
And no freaking plot,1
At first this was supposed to be a huge thing,1
Body Modification,1
But then I realized I only had one scene in mind,1
I like it,1
So this is what was left,1
(however my tweaks to canon do make it even less consensual than it was in the show),1
as per canon,1
short story about some certain problems one has when married to a former spy,1
Uncertain Ending,1
Character's Best Friend Disapproves of His Taste In Men,1
Dax is just there to have fun,1
Long-suffering Miles O'Brien,1
Miles and Dax and Nog probably make the world's worst match-making team,1
Nog is pining for Jake,1
References to Cardassian xenobiology,1
Remix Revival 2020,1
Stabbing,1
Boredom,1
Existential Angst,1
Trektober 2020,1
post-S3E21 The Die is Cast,1
almost none really,1
But ends up match-making them anyway,1
no one dies,1
very light angst,1
Heavy Drinking,1
Supportive Miles O'Brien,1
Empok Nor but on crack,1
Odo is frankly appalled that he didn't realize Garak and Bashir were dating,1
Out of character but it makes sense with the plot,1
Alternate Canon,1
Asexual Elim Garak,1
Haircuts,1
set very early season 5,1
but no spoilers,1
But love will find a way anyway,1
Post-Episode s07e16 Inter Arma Enim Silent Leges,1
it's the imagination aliens that don't have consent,1
nothing graphic though,1
the garashir is not dubcon,1
Season 3,1
I pulverized my own heart with this one,1
barely justifiable homoerotic medical exam,1
datashir,1
really there's so much snuggling,1
semi-asexual budding relationship,1
Gay yearning,1
Period-Typical Sexism,1
T-rating for Herb's active imagination,1
as far as Herb is aware anyway,1
consent is all over the map,1
Illustration,1
Off-Screen Scene,1
So lots to look through,1
Tons of colored illustrations from a few years worth,1
Updating as I get it organized,1
alien redesigns,1
Mud bath,1
Very slight crack,1
our boy has trauma,1
Explanations,1
Episode: s07e16 Inter Arma Enim Silent Leges,1
It coulda happened,1
Mentioned Luther Sloan,1
Mentioned Richard Bashir,1
First Dance,1
Holiday Fic Exchange,1
References to the Beatles,1
cultural discussions,1
Complete,1
Fairy Tale Retellings,1
Magical Realism,1
THIS FIC HAS EVERYTHING:,1
Talking Animals,1
Vulnerability,1
Who's the old bastard who cursed Garak? Doesn't say in the fic but it sure is fecking Enabran Tain,1
a sassy Garak,1
a skeptical Miles,1
and healthy interpersonal boundaries,1
inspired by a tumblr post,1
the rule of three,1
Our Man Bashir AU,1
Dabo boy Julian AU,1
and angsty mutual pining and self-doubt,1
friends to fake married to lovers,1
it's equal parts ooey gooey sappy silliness,1
these disaster boys just have a lot of latent angst that i cannot ignore completely haha,1
Post-Episode: s05e14 In Purgatory's Shadow,1
Past Lives,1
Betazoid Literature Doen't Always Translate Over Very Well,1
Living on a space station,1
Proportional Gifts,1
Implied/Referenced Death in Childbirth,1
Infant Death,1
Attempting to Make Ferengi Cuisine in the Replicator,1
Terok Nor AU,1
Alternate Universe - Terok Nor,1
Nohjay Shenanigans,1
food hoarding,1
Jadzia already knows what the fuck is going on,1
and has a tail,1
nothing graphic tho lmao,1
that's it that's the story,1
Julian Being Ridiculous,1
(suppressing their trauma as hard as possible without alerting their loved ones),1
Anorexia,1
Julian has an eating disorder,1
Medical Jargon,1
Miles has PTSD,1
Relapsing,1
but it's like...legit medical jargon (special interest gang rise up),1
just dudes beings bros,1
Alternate Universe - Pre-Canon,1
Bedtime Stories,1
supportive Garak,1
take care of yourself,1
Lack of Communication,1
also julian is DUMB,1
they're both lovesick idiots but they don't want to tell each other,1
Sillyfic,1
DS9 season 4,1
Enterprise season 2,1
Julian has a crush on everyone,1
Science by a non-scientist,1
Shipping,1
Canon Rewrite,1
The Federation,1
Skiing,1
Sickbed vigil,1
late season 7,1
Timefest,1
(i say as if im not the author),1
In which Julian has a dentist office in a shopping mall next to Garak's chocolate shop,1
Shopping Mall AU,1
and maybe one day i shall write my version of the wire for this,1
currently still preslash,1
i would certainly like to,1
modern day AU,1
now with: political intrigue and the mob,1
the idea is courtesy of xenobotanist,1
which i hope shall change,1
Baby Showers,1
Abusive Parent,1
baby related shenanigans,1
capricious pronoun usage,1
chocolate-covered crickets,1
in which quark has an existential crisis (again),1
shapeshifting for optimal cuddliness,1
unfamiliar new emotions,1
Wordcount: 100-500,1
Julian and Palis finally talk,1
Narcissism,1
POV Palis Delon,1
Paris (City),1
in reference to Richard Bashir,1
Pre-relationship garashir but its endgame,1
Liberties taken with anthropology,1
What-If,1
desperate hug,1
"Julian ""foot in mouth"" Bashir",1
Julian “infodump” Bashir,1
Science,1
are you really into circadian rhythms? Well then have I got the fic for you,1
but then it turned into garashir,1
set in season 6,1
Alternate Universe - Spies & Secret Agents,1
3000 words of woe to justify one hug,1
Angst for everyone,1
Tain death,1
Time muddled,1
all getting a bit much,1
genetic augment,1
Julian's augmentation referenced but never made explicit,1
how long have i been here,1
probabilities,1
Julian POV,1
Julian being adorably ridiculous,1
mentions of sex but it's fade to black every time,1
seriously not an ounce of angst to be seen here folks,1
this bad boy can fit so many headcanons in it,1
More Tags Than Words,1
This covers a lot of ground for such a short fic,1
Assertions of anthropology the author isn’t qualified to make,1
Drama & Romance,1
Garak's work is a constant background threat,1
Garak says fuck,1
theres only one bed,1
how many beds could they possibly have???,1
Second Kiss (finally),1
Cold blooded Garak,1
Dancing around each other,1
Dates,1
Lies and fears,1
Non-Explicit,1
A Stitch in Time is unfortunately required reading,1
judas' extra special terrible post canon garashir speculative fic,1
Mild Electrocution,1
Amnesia,1
Memory Loss,1
Episode: s04e01-02 Way of the Warrior,1
Filling In the Gaps,1
background garashir,1
photo-fan comic,1
egregious romanticization of a swamp,1
egregious use of Ferengi words for rain,1
explicit depictions of algae,1
gift-giving,1
questionable Ferengi dating customs,1
Camping,1
Post-Episode: s03e01-e02 The Search,1
camping food,1
excessive use of the word warm,1
so many camping tropes,1
Episode: s06e13 Far Beyond the Stars,1
everyone's queer,1
Caregiver Julian,1
Graphics,1
and the jem’hadar dont sleep,1
again christmas on a Bajoran space station why,1
Sledding,1
Snow,1
Snowball Fight,1
gingerbread,1
the Feregi adopted Christmas,1
this is very stupid,1
85 percent Garashir,1
chocolate-covered fluff sprinkled with salted caramel and a dusting of angst,1
Bashir is babysitting Molly,1
Garak is santa's helper,1
I took the prompt very loosely here,1
Molly is too smart for a five year old,1
mention of Garak's past and skills,1
justintimefest,1
Fashion & Couture,1
A holodeck adventure that does go exactly as planned – or does it?,1
Finding each other (again) after the war,1
Fix-it fic,1
James Bond theme songs,1
Keep trying until you get it right,1
Minor canon divergence: Ezri never got together with Julian,1
Minor canon divergence: Garak returns briefly to DS9 before settling on Cardassia Prime,1
Our Man Bashir references,1
Secret agents are cool,1
This fic has an optional soundtrack,1
so much pining,1
holiday stories,1
workplace shenanigans,1
the next morning,1
James Bond References,1
because I said so,1
some other background original characters but only the cardassian oc has an important role,1
Post Episode: s05e15 By Inferno's Light,1
accidental sugar daddy garak undertones,1
some holiday sweetness from yours truly,1
the garashir space IKEA fic is here,1
Exhibitionism,1
How much are you ready to endure for the love of your life?,1
'Twas Drama at Quark's,1
Kanar is a helluva drug,1
Post-Episode: S04E04 Hippocratic Oath,1
Interspecies Cultural Exchange,1
Master/Slave,1
And Sometimes When I Write Him He's Real Gross,1
Undercover,1
All individual chapters will have summaries and warnings,1
All of these are the dominion but at different periods of time,1
I’m making things up again,1
None of the chapters are connected,1
Quadruple Drabble,1
2x12 The Alternate,1
Julian has supportive friends,1
Post-Episode: s05e22 Children of Time,1
(damar is the moron),1
If there’s is only one Vorta commander on each ship,1
Weyoun is morosexual,1
and he's already dead when this starts,1
although she isn't really in it,1
also in this fic ziyal is still alive,1
Grieving and trying to cope with the concept of death when ur technically immortal,1
Can vorta get drunk??,1
It Really Depends On My Mood,1
It's Dukat,1
Now They Can,1
Other Times He's Not,1
Weyoun has a really warped notion of consent and sex in general,1
and saying 'fuck the founders.',1
but only for like. an hour. and only if quark makes them something incredibly toxic probably,1
it comes with being treated like an object for several lifetimes,1
jake sisko is simply the epitome of me speaking directly to the camera,1
love him thats my boy,1
takes place during the dominion occupation of DS9,1
weyoun gets drunk as fuck,1
aliens exploiting earth traditions,1
sweet and a little salty,1
this is your brain on made-for-tv christmas movies,1
Morality,1
Canon Dialogue,1
Plus a little epilogue,1
Rewrite,1
Episode: s05e22 Children of Time,1
Miles is supportive,1
Not as angsty as it sounds,1
julian is pining,1
Damar is the character who's dead,1
Some references to one-sided Quodo,1
Jadzia and Julian are Bisexual Buddies,1
featuring my oc damar's wife named kajia,1
With Lots of Arguing,1
Where is my mind,1
miles says jaysus,1
why did I write this,1
Arguing as flirting,1
Babbling,1
Gender Identity,1
Hermaphrodites,1
Julian Bashir is panicking,1
Mpreg (sort of),1
Mysterious Elim Garak,1
New Family,1
Secretive Elim Garak,1
SidCity,1
Weird Biology,1
impending childbirth,1
sexual inuendo,1
Fae & Fairies,1
Fairy Tale Curses,1
Gay Romance,1
black suits,1
feeling around,1
open shirts,1
two spies on a sexy mission,1
Doctor/Patient,1
Headaches & Migraines,1
Daddy Kink,1
Dom/sub,1
the weight of history,1
What Do We Tell the Children,1
specifically its garaks daddy kink,1
Political Spouse Julian Bashir,1
Minor appearances of Jadzia Dax and Worf at the end,1
Moderate form of claustrophobia,1
We Die Like Klingons,1
they are in love and dumb,1
Genetically Augmented Julian Bashir,1
Holoimage as a literary metaphor,1
Semi-Graphic Injury,1
probably,1
Extremely bad coping mechanisms,1
Minor Offscreen Character Death (It's Cool Don't Worry About It),1
Weyoun Gets Drunk,1
Weyoun Has An Enormous Crisis of Faith,1
cooldown episode before the shit hits the fan,1
plays fast and loose with canonical timelines,1
talking about things like adults,1
Cardassians flirt by arguing,1
Child,1
blame julian for saying he could have carried kirayoshi,1
could be trans julian if you squint,1
garashir family,1
it's pretty open,1
seriously these two are cute,1
technically mpreg but julian referenced this in body parts,1
Art as a Metaphor for Identity,1
Cardassia Does Democracy the Same Way It Does Everything Else,1
Democracy Is Hard,1
Parks & Recreation: Cardassia,1
dubious medical ethics,1
Episode: s04e08 Little Green Men,1
I wrote this in a day because it made me giggle,1
Injury Recovery,1
frienemies,1
in a weird way only they can pull off lol,1
Happy Birthday Andrew Robinson,1
Idk it's Valentimes day,1
and I'm sorry,1
no beta we die like actors who mildly inconvenience Rick Berman,1
sappy garashir romance,1
Brief Drinking,1
Nogzhenko,1
Rare Pair,1
Rom being Rom,1
Russian Culture,1
Thank god for Jadzia,1
Worf is less than helpful,1
crack ship,1
i'm British and so is my spelling,1
Garak is watching,1
Julian is barely covered,1
Julian's sleeping,1
bedroom at night,1
Episode AU: s01 e03 Past Prologue,1
Like a lot of references to Shakespeare,1
Married Life,1
Nonmonogamous Relationship,1
Open Marriage,1
Open Relationships,1
Benjamin L Sisko having a no-good absolutely terrible very bad day,1
Protective Odo,1
Gay Chicken,1
Horny Garak,1
Kind gestures,1
Horny Julian,1
Lunch Companions to Lovers,1
but not COMPLETELY oblivious,1
mentions of Data,1
Travel,1
they are like an old married couple,1
damar is alive because gay rights i guess,1
the slow burn finally pays off,1
Edit,1
Graphic,1
indulgent gratuitous mountain goats,1
Canon-Typical Entomophagy,1
Didn't Know They Were Dating,1
Post-Episode: s02e23 Crossover,1
no beta we die like jemhadar,1
Betazoid,1
Dark Past,1
Mental Coercion,1
Mental Link,1
Mind Manipulation,1
Post-Episode: s06e06 Sacrifice of Angels,1
Wakes & Funerals,1
Because of Reasons,1
Contract Negotiation,1
Creative Collaboration,1
Ferengi Traditions,1
Hanging Out,1
I took some creative liberties,1
Don‘t copy to another site,1
Canon Divergent,1
No beta sorry,1
Alternative Scene,1
Episode Fix-it,1
Getting drunk together,1
i just really wanted them to kiss?,1
miles o'brien talks himself into love,1
o'brien must suffer (emotionally),1
s06e15 Honor Among Thieves,1
some dialogue lifted from the episode,1
But it turns out he just wants to be loved,1
Garak conjures up a fuckboy Bashir,1
Garak has no time for Starfleet aesops okay,1
Imaginary Bashir,1
Imaginary Tain,1
Is this a psycho drama?,1
Adolescence,1
Dysfunctional Family,1
Keiko is there for a whole five minutes,1
There is a lot to unpack but the writer must sleep now,1
The Most Angst to be clear,1
Episode: s02e17 Dreadnought,1
Episode: s03e09 The Defiant,1
Obsidian Order (Star Trek),1
Rakosa,1
Rakosans,1
Tal Shiar (Star Trek),1
Trabe (Star Trek),1
it's early season 6 and everyone is miserable,1
Sleep? Who needs sleep,1
I hammered this out over two days,1
Being Stuck Together Trope,1
Sisko Hugs His Officers Here No I Do Not Take Any Criticism,1
Break Up Talk,1
Domestic Bliss,1
Fanfiction,1
Tragic Romance,1
or maybe not?,1
working for the bad guys,1
Episode: s01e01-02 Emissary,1
Slight Humor,1
Bashir and Garak go to a gentrified fastfood restaurant,1
Julian's many exes,1
Garak may or may not have an ex on the promenade,1
Julian's many exes (continued),1
Odo loves his detective novels,1
I just want them to be happy,1
Is that really so much to ask?,1
Probably non-compliant with anything let alone canon,1
The Author Also Regrets Everything,1
The Author Regrets Nothing,1
visit to Earth,1
Cosplay,1
Julian cosplays Damiano from Måneskin,1
Julian is a rock star,1
because Garak is drooling,1
do lizards even drool?,1
hence the thirst fic,1
Gender-Neutral Pronouns,1
Reader-Insert,1
rated teen for threats of violence and little a manhandling as a treat,1
this is meant mostly to be light and funny even though it's early season 6,1
(Dukat is only mentioned),1
But their personalities would be too powerful on screen together,1
mentions of minor character death,1
Exiled Elim Garak,1
Julian Bashir is bisexual and doesn't know it,1
Space Stations,1
in the closet,1
Holiday hijinks,1
Ishka scares Odo,1
Katamari Odo,1
Lizard bandit,1
Miles O'Brien teaches Garak how to skate,1
New Year's Fluff,1
New Year's Kiss,1
New Years,1
No really the lizard IS a bandit,1
Sequel,1
Skating,1
Garak is a hot mess,1
In the most Garak way possible to do that,1
Julian is so sweet,1
Not to either of our leads though,1
crossroads and lunches,1
information as a gift,1
julian's many exes (an ongoing process),1
Or whatever third base is,1
Shakespeare Quotations,1
Shakespeare Quotes As Seduction,1
no beta might edit later,1
medical gore,1
Unrequited Crush,1
this IS Julian Bashir we're talking about after all,1
Julian still doesn't like Cardassian literature,1
Clash of the Queer Coded Villains lmao,1
Sad that Weyoun and Garak never met like this,1
Scene That Should Have Happened in Canon in My Humble Opinion,1
So Much Sexual Tension It’s Jumping Off The Page,1
the one where Dwight and Andy shake hands for several minutes bc neither will let go,1
this fic is essentially that scene from The Office,1
homoerotic,1
playful,1
Did I mention fluff?,1
With little a tension as a treat,1
Couch Cuddles,1
Hurt feelings,1
Well-Intentioned Mistakes,1
the quality of writing for this pairing is so good yet i'm still posting this without a beta sorry,1
romantic gestures gone wrong,1
Awkward Situation,1
Jadzia lives for the gossip,1
Sassy Quark,1
aggressively shoving and holding your enemy/love interest in the turbolift,1
flirting thinly veiled as a threat,1
getting called out on said flirting,1
the captain being a bit of a wingman,1
the captain throwing some shade,1
there isn't really a plot here it's just quodo shenanigans,1
for once i don't feel bad about my tendency towards run-on sentences tho,1
love transcending the bounds of this dimension,1
Garak being his nosey aunt self,1
And Julian has to suffer from it,1
i am here to present my theory that damar had a rebellious teenage phase,1
Especially If Julian Has His Way,1
breaking free of expectations,1
it's a strength to allow yourself to be weak,1
self realisations,1
Jealous Elim Garak,1
Lingerie,1
commission,1
Garak's generally fucked up mental state,1
Men will literally fall in love with the first person who forgives them instead of getting therapy,1
Boys In Love,1
Conspiracy Theories,1
Dating Advice,1
Dramatic Julian Bashir,1
Excessive Drinking,1
Jadzia Dax - everyone's confidante,1
Rambling Julian Bashir,1
Trills,1
pining Julian bashir,1
Dialect,1
Language Kink,1
Bunny Girl,1
Crossdressing,1
Illustrations,1
The Cardassian Cultural Breeding Fetish,1
packers,1
Cardassian Homophobia,1
Mentorship,1
Original Cardassian Characters - Freeform,1
Reflection,1
Enabran Tain's Bad Parenting,1
awkward living arrangements,1
making amends,1
Angst and Romance,1
Gay Panic,1
Repression,1
Song: Line Without a Hook (Ricky Montgomery),1
Vulcan,1
Logic Puzzles,1
but mild,1
light and kinda fluffy,1
Character impressions,1
Slurs,1
ensemble cast POV,1
Garak is lowkey afraid of being loved and kind'a touch starved,1
It's like a continuation,1
No Archive Warnings Apply - Freeform,1
m/m - Freeform,1
takes place after events of 'The Wire',1
Episode: s06e18 Inquisition,1
Immigration & Emigration,1
No Dialogue,1
Not Beta Read,1
Adulting,1
Disagreement,1
Discussion of Racism,1
Discussion of Speciesism,1
Racism,1
Speciesism,1
insult,1
Skrain Dukat's A+ Parenting,1
the garashir is requited though don't panic,1
Look people do not like Augments,1
Hijinks! Shenanigans! Oh My!,1
Weyoun Goes Feral (Girls Gone Wild Wishes!),1
Giving Praise,1
Not completely beta canon compliant,1
Rated T for referring to sex,1
Receiving Praise,1
Post-Episode: s03e16 Paradise Lost,1
episode: s04e10 Homefront,1
Potentially Terminal Illness,1
And I'm Proud Of Him For It,1
Day 21,1
Garak Finally Picks His Emotions Out Of A Lineup,1
Inspired by Florence + the Machine,1
Monster In The Water,1
Water as a metaphor,1
kinda soft,1
roughly,1
(but you do not need to read the other fic to understand this one),1
Discussions of exile,1
Prequel,1
elim garak on earth!,1
though that fic is after they get together so,1
Odo likes his man well dressed,1
technical malfunction leading to relationship,1
Spoilers for Dracula Daily,1
Canon Death,1
bloodless but unpleasant deaths,1
existential terror lmao,1
Implied Nudity,1
Extremely Brief Mention of Implied Sex,1
Episode: s06e09 Statistical Probabilities,1
Evolutionary Degeneration?? (Read: Weyoun Turns into a Bat),1
Bugs,1
Day 3 Monstrous Bugs,1
Facing Phobias,1
Garak Doesn't Like Bugs,1
Jadzia The Zoologist,1
Julian Isn't Oblivious For Once,1
Phobias,1
Qo'Nos Is The Australia Of The Galaxy,1
lots of bugs,1
Julian Is Not Okay™,1
Day 6 Monster In The Woods,1
Garak Has Fuzzy Pink Socks,1
Running,1
Soft Garak,1
because why not?,1
purring cardassians,1
Soft Elim,1
hugs and kisses,1
lots of feels,1
(The Break-up is Julian and Ezri's),1
In the Garden at a State Dinner,1
Jane Austen Levels of Mutual Pining,1
Attempted Adultery,1
(Except That Kids’ Shows Obviously Don’t Have Nude Characters Sleeping in the Same Bed),1
A Wacky Episode of “Damar & Weyoun” on Cartoon Network (Saturdays at 9.30),1
Damar’s FurDad Instincts Kick In,1
Dreamlike Scenarios,1
don't pick flowers on alien planets,1
Weird Plot Shit,1
Sisko is So Done!,1
Dukat is ridiculous,1
Mildly Dubious Consent,1
Shakespeare certainly didn't,1
Zanthi Fever shenanigans,1
actually everyone is ridiculous,1
because this is a Fascination fic,1
beta what beta who needs a beta i am STRONK,1
it's so gay,1
poor Sisko he didn't ask for this,1
probably no one asked for this,1
Episode: s03e11-12 Past Tense,1
attempted comfort,1
but can probably be read Gen as well,1
i'm just incapable of looking at them normally,1
But he has a husband and now he has a cat :),1
Damar has so many problems,1
but don't worry! there's a happy ending :)),1
rated T for depictions of Cardassia during the war,1
Garak does some research,1
How To guidebooks,1
specialized sex books with pictures,1
without a shirt on,1
Curtain Fic,1
Collection: Purimgifts Day 3,1
Purimgifts 2022,1
Crimson Shadow Spolers,1
Fake Character Death,1
False Identity,1
Fascination but it's gay,1
my rule of Garashir is only one first name drop each per fic,1
Paranoid Elim Garak,1
medically accurate I hope,1
Odo and Sisko are there for two seconds so no tags for them,1
#dartsbros,1
Darts,1
Miles O'Brien is a good bro,1
Starvation,1
Honestly largely fluff,1
They love each other,1
and love discussing books,1
nerds,1
Augmentations,1
Autistic Julian Bashir (implied),1
Ezri Jabara and Ezri have minor speaking roles,1
I would beat Richard to death if I could :),1
as written by an autistic author,1
but aren't a main focus of the fic,1
neurodivergent character,1
Post-canon Bajor,1
also we can have a little background jakeziyal. as a treat.,1
procrastinating on my long siskoshir wips by finishing my short siskoshir wips,1
time and love and everything is like a wave. no i won't elaborate.,1
truly i am living the life,1
Regrets,1
Words left unsaid,1
angst ahoy,1
reflections,1
so much pine this fic smells like a forest,1
there is no goodbye between these two,1
Image Description,1
Polyship Week,1
Polyshipping Week 2022,1
polycule,1
Fake dating (sort of),1
anyways they deserve to have stories for all the tropes and this is my humble contribution,1
but also this pairing is rarepair heaven. exquisite.,1
i know people say rarepair hell and i understand,1
meddling dax,1
mostly it's just ben and julian talking. a lot.,1
mr benjamin sisko your voice is so difficult to capture but i love you,1
talking and eating and flirting,1
Processing Trauma,1
Read the tags and archive warnings,1
Season 2 Episode 22: The Wire,1
Fuck Or Die,1
Implied/Referenced Sexual Harassment,1
Post-Episode: s01e16 If Wishes Were Horses,1
Disabled Julian Bashir,1
Spoilers for Star Trek Coda Trilogy,1
They/Them Pronouns for Kelas Parmak,1
Afterglow,1
Garak next to Bashir in bed,1
goofy faces,1
Two broken men trying to feel whole again,1
Understanding,1
garak and julian 's conversation takes a different turn,1
"takes place after ""what you leave behind""",1
Alternate Universe - Crack,1
Assassination Plot(s),1
Gay Weyoun,1
(it's all just pretend though ;) ),1
(at least julian thinks so. he is SO oblivious in this),1
sad ruminating on how weyoun copes with grief,1
weird behaviour,1
rated T for a mention of sex,1
Wedding,1
cuteness,1
Hurt/Comfort (sort of),1
Chocolate,1
Post-Episode: s03e10 Fascination,1
Episode: s07e06 Treachery Faith and the Great River,1
First Crush,1
Odo being Odo,1
Weirdness,1
Weyoun being Weyoun,1
insults as flirting,1
Short and Silly,1
post canon dominion,1
Bad Advice,1
Captain Sisko is so done!,1
Dramatic Weyoun,1
POV Weyoun,1
The Dominion (Star Trek) - Freeform,1
United Federation of Planets (Star Trek),1
Vorta know nothing about sex,1
Weyoun loves tormenting people,1
Just pure fluff really,1
cuz im da CEO of damar,1
damar dies weyoun lives,1
damar lore i made up and i declared canon,1
Break Up,1
Miles/Keiko in the background of course,1
Irritation to Friendship,1
Dark Thoughts,1
idk what to tag this with but I feel like it should be something,1
uhh,1
More Julian introspection,1
Iloja of Prim - Freeform,1
Keiko's garden,1
Little bit of humor,1
art and poetry,1
oblivious idiots,1
takes place sometime in season 5,1
mild suicidal ideation from a minor canon character,1
Cardassian-style flirting,1
Competition,1
Oceans,1
lyrics,1
these two talk so much omg,1
this would be rated M on Cardassia,1
Tango,1
"Cardassian ""poultry"" (wink)",1
Dick Jokes,1
Finally,1
cock jokes,1
dukat and garak's one night stand,1
garak being extremely obvious,1
garak has a thing for lanky men,1
garak's shady spy school (referenced),1
horribly awkward stage directions,1
if any professional screenwriters read this i'll cry,1
but it turns out nice and squishy,1
reverential whispering of someone’s name,1
julian being extremely obtuse,1
jumps straight into the narrative,1
ever wanted to see garak in a peacock costume?,1
garak and julian are both sluts,1
in julian's endo certainly,1
low-brow humour,1
one joke that goes maybe a bit too far,1
quotes from the show,1
the peacock - Freeform,1
then this is the fic for you,1
vain lizard man,1
very obvious flirting,1
very thinly veiled innuendos,1
Cardassian fairy tales,1
Episode: s04e19 Hard Time,1
Warning: mentions of suicide (episode related),1
aftermath angst,1
because I don't like writing pure angst okay,1
Bi-Curiosity,1
Consent,1
The 3-Minute Game,1
also a bit uncharactaristically sweet,1
another one I wrote in a barn sorry if it shows,1
the buildup is in the backstory,1
very short,1
Background Kira Nerys/Jadzia Dax,1
Fake Dating,1
Costume Party,1
Pre-exile Garak,1
julian bashir's pole dancing (referenced),1
suggestive ending,1
tw death,1
Scenting,1
another silly night at Quark's bar,1
i write this,1
mention of trans!Pel,1
self-edited so I'm sure I'll find something I fucked up once I hit publish,1
some people write gripping sci-fi epics,1
some people write intriguing character studies,1
you have found me out I have a weakness for marking fics,1
Cockblocking,1
Mischief,1
No beta we die like Jem’Hadar,1
Yarmok sauce,1
Come On Isn't This A Star Trek Plot Already,1
a bit of angst,1
Mistakes - freeform,1
Starfleet politics,1
Wedding Planning,1
world building,1
Julian finds some interesting information about Cardassians and has to do something with it,1
Julian is a teacher and Garak is a plain simple tailor I suppose,1
OR IS HE,1
Texting,1
i mean they have sex but there's nothing explicit so don't expect any descriptions of it,1
i think,1
idk chapter 3 is slightly angsty I guess,1
mentions of trauma/tragic past,1
the last chapter is pretty much just them being soft,1
Delavian chocolates who doesn't like Delavian chocolates,1
also 50 percent of what I write is Jadzia and Julian hanging out drinking at Quark's,1
Past Relationships,1
the cock and the jewel,1
Bad Exes,1
Making Personal Sacrifices,1
Why do I write things that break my heart,1
i'm not crying you're crying,1
Episode: s03e08 Meridian,1
Julian's augment angst,1
Cardassians are big sexy sapient lizards,1
Cardassians have a thing for mammilians,1
I decided Garak likes dirty martinis,1
My tags are ridiculous,1
also Garak drinking a martini,1
mocking Dukat that's it that's the fic,1
there is a slight mention of rape/non-con but nothing specific,1
Enthusiastic Consent,1
Fantasizing,1
Relationship Negotiations,1
respect of boundaries,1
Post-Coital Conversation,1
Recreational Drug Use,1
lots of talk about pretty rocks,1
no beta I just re-read it an embarrassing number of times,1
nothing explicit though just a mention,1
this really is just self-indulgent fluff,1
trans!Bashir though if you blink you'll miss it,1
turn off the universal translator,1
very lizardy Cardassians,1
Some Plot,1
Unhealthy Relationships,1
In your endo,1
the fuck form is mentioned lol,1
set in S6,1
Beginnings,1
I love that that's a legit tag,1
Mirror universe referenced,1
Ominous Positivity,1
Season/Series 02,1
Episode: s02e05 Cardassians,1
Kardasi,1
Language and Linguistics,1
autistic Garak,1
but only to test the implant,1
neural implant use,1
A protects B from injury with their own body; B is deeply affected by A being hurt,1
Episode: s05e06 Trials and Tribble-ations,1
Fake Out Make Out,1
Weyoun is scared,1
damar is worried for him,1
Early Mornings,1
bringing my bold opinion to ao3 and it's i think weyoun would LOVE bingo,1
damar came fucking prepared he is a bingo LEGEND,1
except it's offbrand cardassian vegas bingo,1
