,freeforms
but instead it's just a fun romp,1
it would be PWP if I had the patience to write something more explicit,1
it's also kind of fluff,1
julian isn't as oblivious as he seems,1
no betas we die like jem'hadar,1
Embarrassing Situations,1
Involuntary sexual attraction,1
Memes,1
Payback,1
Plotting and scheming,1
Promiscuous Julian Bashir,1
Rambling Julian Bashir,1
not really one-sided,1
sexual inuendo,1
Sexual Metaphors,1
pining Julian bashir,1
and i cant do short sue me,1
Benjamin Sisko is so done,1
ok so it ended up with plot i cant help it,1
written in 45 minutes,1
enemies to... well still enemies but they've had sex,1
Self-Discovery,1
space anomaly,1
Canon Universe,1
Courting Rituals,1
because I said so,1
Crush at First Sight,1
Founders,1
Garawey,1
Hijinks & Shenanigans,1
Intrigue,1
Queer Character,1
gay erotic,1
naked Cardassian,1
naked Human doctor,1
slight crack,1
no actual sex though,1
the importance of communication!,1
they're both pretty bad at communicating,1
they're trying their best though!,1
with different concepts of sexuality and sexual desire,1
sex scandal,1
very silly,1
Binge Drinking,1
Crack Relationships,1
Lovesickness,1
The Dominion,1
Cardassian flirting by somebody who doesn't want to analyse literature,1
Odo would like the solids to just not,1
Set vaguely after 'Dr. Bashir I Presume',1
lots of talking about sex,1
it doesn't help that they're from very different backgrounds,1
and they understand each other in the end!!,1
Asexual Garak,1
soft dom/sub,1
porn with fluff,1
Sub Garak,1
Soft Dom Julian,1
PWF,1
season 7,1
possibly some emotional infidelity,1
keiko you deserve so much better,1
and I'm sorry,1
Suspicions,1
(but not sorry enough to not write this),1
Weird Aliens,1
Gambling,1
i was bored ok,1
Random & Short,1
there's coffee in that nebula,1
can be read as a standalone,1
Weyoun is clueless,1
Aftercare via phone messages,1
Aliens as Aliens or Aliens as Humans can be either,1
Erotic Streaming,1
For anyone reading the series: Takes place sometime after Chapter 7 of 'Texts From...',1
Multiple Orgasms,1
fuck machine,1
Paranoia,1
oversensitivity,1
tfw you get plowed by a fuck machine,1
Feeling Safe,1
learning,1
Altered Mental States,1
How I Might Have Dreamed It,1
Weyoun collects things,1
Obsidian Order (Star Trek),1
Mating Cycles/In Heat,1
Bad fashion decisions,1
Aesthetics,1
Attempt at Romance,1
Awkward Dates,1
Awkward Romance,1
Bad Dating Decisions,1
Bad Humor,1
Clueless Weyoun,1
Oblivious Elim Garak,1
Confusion,1
Didn't Know They Were Dating,1
Everyone Is Gay,1
Fashion Disaster,1
First Crush,1
Love at First Sight,1
Reimagining,1
Sexual Fantasy of Sorts,1
Surreal,1
Spies and Diplomats,1
Accidental Stimulation,1
Devious Weyoun,1
Garawey?,1
Gay Male Character,1
Gay Panic,1
Queer Themes,1
Episode: s04e04 Hippocratic Oath,1
I Wrote This Instead of Sleeping,1
homoerotic wartime bonding,1
Drug Abuse,1
Drug Addiction,1
Sex Talk,1
Fucked Up,1
First Time Blow Jobs,1
Ferengi culture,1
Episode: s06e23 Profit and Lace,1
Mostly Canon Compliant,1
Mind Meld,1
Dreams,1
takes place sometime in season 7??,1
poor julian,1
okay im rambling now imma shut up,1
oh yea almost forgot,1
o and jadzia isn't dead,1
i did the thing where i projected lmfao,1
garak helps but its so awkward lmfao,1
first time publishing so idk how to tag,1
fic should rlly be called julian and the terrible horrible no good very bad day,1
ezri is mentioned but i probably shouldn't have even tagged the poor girl she's mentioned like twice,1
before garak and kira go off to save the world,1
References to Hamlet,1
My first Fanfic for this pairing!,1
Let’s Celebrate Quodo!!!,1
I’m surprised how believable Quodo is & I LOVE that it is!!,1
The omc is just a plot device for Garak’s pining,1
stupid af,1
A very slight amount of non consensual bestiality,1
Mutual non consensual sex,1
But not in an unhealthy or controlling way,1
Garak is just horny on main,1
Oh does he yearn,1
and Boy does this man pine,1
short and sweet,1
Enabran Tain's A+ Parenting,1
garak's training was...not fun,1
julian is a very good bf,1
Garak's trousers are down,1
genital slit,1
Fictober,1
sisko torture,1
nonsensical clothing sizes,1
Trektober 2021,1
garak thinks he's not good enough for julian,1
Brunt is a tool,1
lap dance,1
Jadzia is a Bro,1
a bro who has fucked every species in the alpha quadrant and is Ready to give some advice,1
are they being stupid about it? also yes,1
are they in love? yes,1
julian WILL fight him about it,1
behind Garak’s desk,1
Coloured Drawing,1
In Bed Together,1
comic style,1
julian bashir and elim garak having sex,1
nuditiy,1
alien fucking form,1
Fictober 2020,1
Garak has a nice ass,1
they are going for it,1
Living their lives,1
Lapdance,1
Strippers & Strip Clubs,1
Well this one's set on Earth but you get me,1
what's better than this? guys being dudes,1
Hanging with lovesick Julian lol,1
Kira and Kasidy waiting for Ben,1
Mature for chapter 16,1
Canon Divergent,1
eventual kid fic,1
Prison Sex,1
There is no dignity in a bowling alley,1
featuring: Julian's unfortunate thing for feet,1
(like...really insane canon divergence),1
Dark Julian Bashir,1
Kelas' husband is borrowed from my other 'verse because Kelas deserves a man,1
Double date of sorts,1
on the part of all of Cardassia Prime,1
Sort Of,1
Like it's ridiculous but it's also them,1
I am vastly unclear on how to tag this,1
post-sex,1
Mention of BDSM and Bondage,1
Julian Bashir loves Elim Garak,1
Elim Garak loves Julian Bashir,1
All mistakes are mine,1
they are in love,1
Sexual and Romantic Tension,1
Flustered Julian Bashir,1
Episode: s01e13 Battle Lines (Star Trek),1
Crush,1
Caring Elim Garak,1
Blue Lobes,1
Second-Hand Embarrassment,1
Medical Inaccuracies,1
While Garak and Miles play buddy cop on their way to save him,1
Essentially I'm making Julian live some of his worst nightmares,1
I hesitate to call it 'gore' but one character does get hurt pretty badly,1
Mild Gore,1
Non-Consensual Body Modification,1
Otherwise I'm trying to be canon compliant,1
People getting knocked out via hypospray,1
Implied/Referenced Past Torture,1
AU in the sense that I haven't bothered to plot exactly where this would be on the timeline,1
Julian’s randy colleagues,1
he’s a complete idiot,1
scent-marking,1
seriously how did he pass medical school?,1
this is a completely original idea I definitely did not steal from Tumblr,1
Drunken Makeouts,1
And I did describe the injury,1
No pregnancy fetishization here,1
Prompt: Medical Crew,1
Early Relationship,1
set shortly after “In Purgatory’s Shadow” and “By Inferno’s Light”,1
short power play,1
shower,1
sometimes rough sometimes gentle,1
the dark part of Garak's mind almost ruins everything,1
Exile Julian Bashir,1
early seasons Bashir,1
Just a seahorse dad out vibing in post-canon Cardassia,1
secrets and lies and everything nice,1
Implied/Referenced Sexual Harassment,1
Flash Fic,1
Indirect References to Torture,1
Trauma Nightmares,1
political violence,1
Genderfluid,1
Halloween,1
LGBTQ Themes,1
Garak sews his own downfall and I love it,1
Mild Blood,1
Mild Hurt/Comfort,1
They can have a little a sexual tension as a treat,1
Attraction,1
Bad French,1
Ballet,1
ballet!Julian,1
Sloppy Makeouts,1
Dorks in Love,1
Lots of Cuddling,1
Poor Miles,1
Sexytimes (nothing explicit),1
the Defiant has tiny bunks so they have to cuddle constantly that's just the rules,1
Embarrassing Medical Crises,1
Julian is a beautiful oblivious idiot,1
Garak looks hot af in a turtleneck change my mind,1
Canon compliant-ish,1
We all simp for Julian Bashir here,1
Medical inaccuracies because even health students can't figure out Star Trek medical logic,1
I just want more of emotionally repressed BFFs Garak and Odo,1
Episode: s04e01-02 Way of the Warrior,1
Canon Rewrite,1
Rules,1
Public Nudity,1
there's sex but it's not overly smutty,1
the kind of sex that could be described as 'making love',1
that's actually the Perfect time to approach your crush with amorous intentions!!,1
just sappy so be warned,1
julian has a Realization,1
a dangerous mission on a stolen jem'hadar spaceship?,1
(spoilers: it's that he's in love with Garak),1
Evil Doctor Trope,1
ost: sia - snowman (the slowed down creepy version),1
what happens on the planet stays on the planet,1
Adolescent Sexuality,1
(julian doesn't actually draw his literal last breath in this but he's very definitely dying),1
Contemplations of Suicide,1
Old Age,1
anyways i made myself sad with this,1
can't believe i managed to make this exactly 1.000 words,1
me: old garashir! my brain: but make it sad! me: :(,1
Alien/Human Relationships,1
Undressing,1
Black Character(s),1
Bottom Nog,1
Cock Tease,1
Comedy of Errors,1
Consensual Underage Sex,1
Diplomacy,1
naked Garak,1
Julian half naked,1
all the feels,1
(some) Angst,1
Kira and Garak coparenting,1
Starts en media res,1
This is niche as hell and if you like it I think you're just aces,1
Working title: If you give Garak a Bajoran boyfriend,1
because these two love each other in every universe,1
kiiinda,1
Medical Examination,1
Cardassian ajan,1
Rated M for Ouch,1
References to Sex,1
Reproductive Health Issues,1
The Author Loathes Dukat More Every Passing Year,1
Unplanned Pregnancy,1
terminating a pregnancy,1
Fun,1
Growing Up Together,1
Homoeroticism,1
Self-Doubt,1
Evil Version of Character,1
Held Down,1
Medical Experimentation,1
Out of Character,1
no happy ending,1
Acceptance,1
garak still loves his julian,1
Horny Teenagers,1
it's ok julian you're loved,1
miles is best bro,1
no beta we die like Jem Hadar,1
sisko is best dad,1
Double Penetration,1
ball play,1
Evil,1
Death,1
Alternate Universe - Evil,1
sex as self-harm,1
galaxy,1
Young Love,1
Touchy-Feely,1
Spaceships,1
Sexual Experimentation,1
Season/Series 01,1
Science Fiction,1
Puberty,1
Outer Space,1
Nervousness,1
My First Work in This Fandom,1
Interrupted,1
I Ship It,1
Kira and Garak being the gay-lesbian solidarity we need and deserve,1
There’s a glimmer of hope at the end,1
Data and Julian definitely send each other gay little emails,1
i just...love these lizards a lot,1
miles is one of those dads who doesn't want a cat and then can't live without it anymore,1
As much as I can manage anyways,1
Comfort Food,1
I have jumped straight into rarepair hell with no regrets,1
The healing potential of this ship is astounding,1
This one goes out to the five people in the siskoshir tag,1
like generally this does take place in a post-war zone so do proceed with care,1
sorry people,1
mentions of dead bodies,1
vague references to beta canon but i didn't re-read for this so i'm not really sticking to it,1
Therapy,1
Feet,1
I dont know what to call this au,1
Implied/Referenced Sexual Assault,1
Julian's desperate wish for a vet to be posted on DS9,1
sexual history conversations,1
Set between S2 and S4,1
Mild Slut-Shaming,1
service jobs in space,1
julian's nice ass,1
Awkward Sexual Conversations,1
Finally,1
I Hope It’s Funny Anyway,1
Implied Past Underage Sex,1
Plotless,1
past unhealthy relationships,1
as is the way of our people,1
bitchy garak,1
bitchy julian,1
come on guys this is garak we’re talking about,1
everyone’s a bitch,1
except it’s a day late,1
Suggestive Dialogue,1
They're In Love Your Honor,1
Weyoun being generally evil,1
Mention of Erotica,1
Brought to you by rarepair hell,1
Julian's relationship to caregiving and medicine,1
Slow Dancing,1
and my own desire for softness,1
Cliffhanger,1
Garak is a tease,1
Mention of smut,1
anyway,1
Naughty Garak,1
Pre-Series,1
Don't Like Don't Read,1
I’m sorry,1
Melodramatic,1
Rejection,1
All your favourite h/c tropes and more!,1
there's really not porn in this I just wanted to write the silly setup,1
that porn trope where someone is stuck in a dryer but make it Quodo,1
You Have Been Warned,1
This Is STUPID,1
Porn Parody,1
ost: rocket by beyoncé,1
Co-Workers to Friends to Lovers,1
Christmas Movies,1
Christmas Eve,1
that doesnt work,1
than the feet,1
past sexual trauma,1
its more about the legs,1
it's a... the jemhadar join the dominion after the Vorta au,1
i dont know,1
for everyone out there whos been asking for Keevan feet content,1
Used As Bait,1
adorable autistic julian bashir,1
Surgery,1
The first part of the fic is pretty intense,1
Denial,1
Public Humiliation,1
Power Play,1
pretty much,1
Quark is vulnerable,1
Odo is his reassurance,1
Emotional Sex,1
Implied/Referenced Underage Sex,1
Damaged Julian,1
and innumerable instances of Odo being displeased with being in da club,1
Grinding,1
Clubbing,1
no actual rape,1
but seriously,1
Loving Marriage,1
Bad Parenting,1
In Self-Defence though,1
I think I made a lot of Worf's issues worst in this one,1
But Graphic Threats,1
A bit of gore,1
Casual Sex,1
linking with solids,1
Victorian era,1
Extremely thing plot,1
Literary debate as foreplay,1
even when he isn't a lizard,1
a bit - Freeform,1
The Dark One (Once Upon a Time),1
Shady Blue Fairy | Mother Superior,1
Russian Mythology,1
some smut in there as well :-),1
Beating,1
Racism,1
Treason,1
Gentle Dom!Julian,1
Body Worship,1
Post-Canon Earth,1
Season 3,1
open relationships implied,1
background Benjamin Sisko/Kasidy Yates and Julian Bashir/Elim Garak,1
Implied/Referenced D/s,1
use of torture device,1
he likes it,1
It's ok though,1
Dukat is too kinky to torture,1
Begging,1
Movie: Casino Royale (2006),1
James Bond References,1
Federation Prison,1
Fantastic Racism,1
DS9 spoilers,1
DS9,1
Alternate Universe - BDSM,1
selective mutism turned traumatic mutism,1
selective mutism,1
non-graphic rape of a minor,1
mind the trigger warnings,1
experimental story structure,1
canon? i don't know her,1
Egg Laying,1
smooches,1
Boners,1
Insomnia,1
Fridge Horror,1
Julian's massive parental issues,1
Garak is a murder lizard,1
Consent,1
they really are,1
Julian-Centric,1
I blame Ameera,1
What Was I Thinking?,1
Out of Character (I Guess?),1
Multiple Relationships,1
Illustrated (soon),1
Dreams vs. Reality,1
Awkward First Times,1
queer!Julian,1
Song Lyrics,1
Resurrection Fern,1
Iron & Wine,1
Venus Drug,1
they're trying,1
since both have no idea how to have a functioning relationship,1
Arranged Marriage,1
past drug abuse,1
past ableism of the “fix-the-broken-child” variety,1
minority complexes,1
internalised victim blaming,1
Still-abusive dynamics between said adult child and his parents,1
Not entirely healthy relationship dynamics,1
Impostor Syndrome,1
Family of Choice,1
Terrible Terrible Decisions,1
I feel like that's a mild aspect but def there,1
Enthusiastic Hate Sex Specifically,1
Blood is mentioned,1
Bad People Making Bad Decisions,1
Post-Episode: s07e10 It's Only a Paper Moon,1
So much angst,1
in theory,1
that's what Dukat thinks,1
Drink Space Nine,1
5 Things,1
its ear porn yall,1
Coming In Pants,1
Episode: s05e06 Timeless,1
Dominion War,1
Alternate Timelines,1
Garak is dangerous,1
Episode: s02e05 Profit and Loss,1
Skirts the line between Mature and Explicit,1
Shakespeare Quotations,1
Literature,1
Episode: s02e05 Cardassians,1
just getting right up in that personal space.,1
Sleep Deprivation,1
wtf is this i don't even,1
some of this is whack,1
Warm and Fuzzies,1
Gen Work,1
update as life permits,1
prompt,1
Garak doesn't trust happiness,1
Post-Coital,1
Minor Original Character(s),1
Could Be Canon,1
Podfic Length: 30-45 Minutes,1
what I'm saying is: Tension,1
bodies are weird and confusing,1
basically: Odo is ~thirsty~,1
Hologram ethics,1
Julian’s canonical foot thing,1
slight religious kink,1
subby Garak,1
Nonverbal Communication,1
Mirrors,1
Face-Fucking,1
Physical Therapy,1
Orgasm Denial,1
Arguments,1
First Time Bottoming,1
Canon Related,1
Alternate Canon,1
Headaches & Migraines,1
Gift Exchange,1
Episode: s06e06 Sacrifice of Angels,1
Trill Worldbuilding,1
Trill Culture and Taboo,1
Team as Family,1
Podfic Length: 9-10 Hours,1
Assassins & Hitmen,1
vague descriptions of anatomy so take that how you like,1
Smut and Fluff,1
Second person POV,1
Wendigo,1
Horror,1
Cannibalism,1
Theft,1
Technology,1
Sexual Interfacing,1
Pre-Poly,1
Identity Porn,1
Drugs,1
Cybernetics,1
Bad Sex,1
Naked Male Clothed Male,1
Semi Public Sex,1
Skant,1
Uniforms,1
But Bashir is lovely to him... So very lovely,1
Boundaries,1
Ace!Garak... possibly?,1
working through issues,1
ddlb,1
beep beep we're taking a ride on the feels train,1
Non-Sexual Kink,1
Daddy Kink,1
Age Play,1
Light Pain Play,1
Infection,1
Implied Violence,1
Drama & Romance,1
Topping,1
Mirror Sex,1
yet......,1
feederism,1
amazingly everything in this fic in consensual and no one gets a phaser up the ass,1
Weight Gain Kink,1
Weight Gain,1
Food play?,1
Food Play,1
Food Kink,1
Food,1
Feeding,1
Southern Gothic AU,1
Religious Imagery & Symbolism,1
Implied Possession,1
Hauntings,1
Background Relationships,1
suprise boner,1
Sad,1
Dubious Morality,1
semi-sequel to previous fic,1
Handcuffs are involved,1
Tooth-Rotting Fluff,1
POV Third Person,1
well more than a hug,1
Julian is a good bf,1
Garak needs a hug,1
it's not sexy,1
Handcuffs,1
Dubiously Consensual Kissing,1
Amnesia,1
Mind Manipulation,1
Hypnotism,1
Extremely Dubious Consent,1
Dubious Ethics,1
sarcastic,1
quodo,1
Rom is a doting uncle,1
Quark is a mess,1
Odo is clueless,1
Inspired by Tumblr,1
Ferengi are weird,1
Fanfiction of Fanfiction,1
referenced canon character death,1
Set during the Dominion Invasion arc on the Defiant,1
Melancholy,1
POV Julian,1
Casablanca References,1
Breaking Up & Making Up,1
Bottom Garak (implied),1
Almost smut,1
Cute Banter,1
but not really cause nah,1
dinner date?,1
relax its just for a second,1
penis - Freeform,1
mentions twilight,1
homsexual stuff,1
hidden flirting,1
doctoring,1
doctor bashir,1
cute garak,1
cute bashir,1
checking out other charaters,1
butt stuff,1
boner,1
bashful bashir,1
Holosuite,1
Gay,1
Butt,1
Anal,1
conversion therapy,1
Psychological Torture,1
Julian's parents being awful,1
Brainwashing,1
just so much pining,1
everyone is bi,1
Past Relationships,1
Bisexual Characters,1
Roleswap AU,1
Episode: s04e13 Crossfire,1
Deleted Scenes,1
hella gay,1
Rating: M,1
Shameless make out fic,1
Cardassians and Humans really are very different,1
Invasion,1
Identity Issues,1
First Three Seasons,1
False Memories,1
Dramatic Irony,1
Dissociation,1
Amnesiac Resonance,1
Amnesiac Dissonance,1
not too sure its that,1
Scratching,1
Space Opera,1
Space Battles,1
Sehlat,1
Political Alliances,1
Multispecies,1
Interspecies,1
Repressed Memories,1
Strip Poker,1
The total agony of being in love with two people at the same time,1
Deep Dish Nine,1
Wooing,1
Revolution,1
Government Conspiracy,1
Not Suitable/Safe For Work,1
smiling,1
delight!,1
Infatuation,1
Indulgent,1
Happy,1
Feel-good,1
older than livejournal,1
Memory Gambit,1
Sleeper Agents,1
Love Bites,1
Neko Case - Freeform,1
Shaving,1
Non-Consensual Tickling,1
Identity Reveal,1
Non-Consensual Touching,1
Non-Consensual Oral Sex,1
Non-Consensual Bondage,1
Consensual Non-Consent,1
Whipped Cream,1
Parody,1
Hand Feeding,1
BDSM Scene,1
Secret Admirer,1
exploring replicator limitations,1
Neurodiversity,1
Literary References & Allusions,1
Post canon,1
Judaism,1
Jews In Space,1
Disabled Character of Color,1
Disability,1
Pretty Damn Light On The Angst Though,1
Alternate Universe - Time Travel,1
Terrorists,1
Partner Betrayal,1
Corpse Desecration,1
Bad BDSM Etiquette,1
Abusive Relationships,1
possible dubcon,1
implied Garak/Bashir,1
Tumblr: ds9tumblzine,1
Future Fic,1
Arabic Themes (with apologies for inaccuracies),1
Allusions to OFC,1
Unfinished,1
Monologue,1
Implied Torture,1
Bisexuality,1
Brief mentions of childhood abuse,1
Political Assassination,1
Sleepiness,1
Possessiveness,1
Reluctant Bedfellows,1
Quarantine,1
Groping,1
Fights,1
watching while sleeping,1
Retelling,1
Yuletide 2011,1
Rating May Change,1
huddling together for warmth,1
Kidfic,1
Flashback,1
Confession,1
Authority Figures,1
Dragons,1
Illusions,1
Language Kink,1
Food Sharing,1
Festivals,1
Discovering Bisexuality,1
Timey-Wimey,1
Fix-It,1
Character Death Fix,1
AU,1
Substance Abuse,1
Schmoop,1
Pillow Talk,1
First Time (sort of),1
Telepathic Link,1
Robots,1
Ownership,1
Opposites Attract,1
New Year's Eve,1
Fascination,1
Empathic Bond,1
Culture Shock,1
A.I. to Human,1
Sacrifice,1
Ritual Combat,1
Ritual Challenge,1
heights,1
Tea,1
Sexual Rivalry,1
Outing,1
Imminent Character Death,1
Dying Confessions,1
Demons,1
Defying Convention,1
Arguing,1
Robot Sex,1
Dinner,1
Internal Monologue,1
Body Hair,1
Servants,1
Watching,1
Poetic,1
Silence Kink,1
Forced Bonding,1
Illnesses,1
Sharing a Room,1
Nostalgia,1
(more or less??),1
Cardassians with tails,1
Temporary Amnesia,1
Cardassian Attitudes,1
Altered State of Mind,1
Episode: s06e22 Valiant,1
Canonical Drug Use,1
(see note at beginning for details),1
Porn with references to plot,1
Clone problems who's got 'em,1
Vampires,1
Questionable ethics,1
Medical Malpractice,1
Everyone is Problematic and Awful,1
Cantair Set,1
asexual odo,1
spying!Garak,1
is it hate or something else,1
Oblivious!Bashir,1
40 Snapshots,1
15. Lies,1
the one where quark goads odo into hooking up,1
rating has been raised to reflect chapter 2......,1
rated for frank discussion of boners,1
but it's very consensual,1
Angry Kissing,1
Space Poly,1
quark gets wrekt,1
listen if i'm going to hell yall are coming with me,1
i maintain that roddenberry would be proud of me for this,1
Overstimulation,1
I'm Bad At Tagging,1
Ethics,1
For the most part at least,1
Julian has a hair pulling kink,1
Frist Kiss,1
difficult parent/child relationships,1
Shotgun Wedding,1
Rated M For Sex,1
Klingons,1
Feels,1
Dukat generally being an asshat,1
in which the great link has had enough of odo's baggage,1
in which quark has a raging voice kink,1
fake engagement,1
doing my part to feed the quodo dumpster fire,1
dancing to klingon opera,1
(or is it),1
(at least trying very hard to be),1
the depictions of violence aren't too violent? but better safe than sorry,1
sexual pathology,1
only in allusion,1
Episode: s4e07 Starship Down,1
ghost - Freeform,1
Weird,1
Reincarnation,1
Hebeitian things,1
Ghost Fucking,1
Cardassian afterlife,1
people don't know how they feel,1
a bit angsty,1
Morality,1
Julian gets to narrate for a very small bit in chapter 2,1
character study disguised as pwp... or is it the other way around,1
Trans Character,1
Dry Humping,1
Hiding Injury,1
Sort of Romance?,1
No I'm not joking,1
In the Pale Moonlight,1
Role Reversal,1
Identity Swap,1
weird science,1
cute fluffy stuff,1
Starting A Family,1
Old Friends,1
New Friends,1
Bad News,1
Zoo,1
unwitting exhibitionism,1
Background Femslash,1
Bruises,1
not a lot of graphic detail,1
Julian Bashir has a very very strange day,1
Rescue Missions,1
Reconciliation,1
Forgiveness,1
Unrequited Lust,1
Julian Has Really Bad Taste in Clothes,1
disability repaired by Borg nanites,1
Voyager returned to the Alpha Quadrant early,1
Past Drug Addiction,1
Klingon,1
Heist,1
Borg implants,1
Admiral Paris A+ Parenting,1
7/Paris buddy fic,1
Spoilers,1
Una McCormack's Hollow Men,1
Yes you read that right,1
Gang Rape,1
holodeck? more like holodeath am I right?,1
blame:usakoneko,1
Why do we even use the holodeck?,1
Valentine + Blood,1
This is going to get very messy,1
These Dorks Again,1
Mild Kink,1
Happy Flashback,1
Kickass Cardassian,1
Heroism,1
theres no real ending,1
forgive me for this,1
Motivations,1
In Purgatory's Shadow,1
Dr Bashir I Presume,1
Crossovers & Fandom Fusions,1
By Inferno's Light,1
"""Realness""",1
Scenting,1
No beta we die like mne,1
Nausicaans,1
Dark Comedy,1
Trope Subversion,1
Gift Art,1
Banter masquerading as porn,1
Smart Talks,1
starfleet medical academy,1
redacted document,1
medical form,1
But that’s ok because Bashir is a caregiver,1
Consent Discussion,1
Electrocution,1
Julian makes some bad choices,1
vaguely telepathic vines,1
fashion concious vines,1
Tentacles,1
Aphrodisiacs,1
Alien Flora & Fauna,1
Male Friendship,1
Male Bonding,1
Bottoming from the Top,1
post-solid Odo,1
discussions of feelings (sorta),1
Brunt is a bastard,1
but some good ones too,1
a very loose relationship with beta canon,1
Saccharine,1
Julian Bashir: alien fucker,1
Alien Ethics,1
with truly terrible communication skills,1
they both think it's the other one that wanted this,1
there is no top quark,1
even when he's... topping?,1
but with an indulgent amount of sweetness at the end,1
Break Up,1
combining two of my favorite tropes!,1
Wetting,1
Watersports,1
The Odo/Quark is mostly on Quark's side here,1
Omorashi,1
Desperation,1
or foursomes,1
discussion of threesomes,1
Some fluff too,1
Making difficult choices,1
Garak has a tail,1
Languages,1
Episode: s04e21 The Muse,1
Bad Matchmaking,1
Reader-Insert,1
Gender-Neutral Pronouns,1
poor decision making,1
Past Relationship(s),1
Garak's many issues with intimacy,1
Cardassians with tails because I said so,1
the morning after,1
drunk decisions,1
and then there was fluff,1
I love writing peeved Worf,1
Foot Fetish,1
language learning,1
Disassociative state,1
lots of nature,1
its never mentioned directly in the fic,1
i just want everyone to know he's trans,1
but whenever i write garak i write him as trans whether its directly addressed or not so,1
Trans Elim Garak,1
Post-Episode: s05e14 In Purgatory's Shadow,1
using others to self-harm,1
religious OCD,1
lack of self respect,1
Repression,1
Religious Guilt,1
OCD,1
Keevan(mentioned briefly),1
Terok Nor (Star Trek),1
spirituality,1
It doesn’t happen though,1
Garak has a tail but it comes up precisely once,1
Diagrams,1
oh the angst,1
Aww Garak Has Emotional Repression,1
Repressed Emotions,1
If you read between the lines,1
ambiguously set during some time during the time Odo's a solid lmao sorry bud,1
Reciprocation Status: It's Complicated,1
Everyday Life,1
that's about it,1
Late at Night,1
I invented that tag but feel free to use it,1
Frisky Garak,1
fun rewrite,1
Swearing,1
Episode: s07e06 Treachery Faith and the Great River,1
this is also kinda dark,1
no beta i'm insecure,1
Slight Medical Kink,1
garak is scared of feelings,1
but not really,1
Wholesome,1
One True Pairing,1
My First Smut,1
Adorable,1
Dick Pics,1
anggssst,1
Slight BDSM vibe,1
Good Old Fashioned Cardassian Homophobia,1
slightly alternate canon,1
set mid season 7,1
or an alternate post-canon where nobody leaves,1
Moving In Together,1
Existential Crises,1
Fake Dating,1
OCs - Freeform,1
THE GIRLS ARE FIGHTINGGG,1
Safeword Use,1
Knifeplay,1
Alien Abduction Kink,1
Mild Smut,1
Ludicrous Amounts of Fluff,1
Mentions of past self-harm,1
Little Space,1
Little Julian Bashir,1
Age Regression,1
study of abo species,1
abo headcanon,1
IT HAS A POWERPOINT,1
Alpha/Omega kink,1
ABO kink,1
A/B/O,1
undercover spies,1
there was one bed (gasp),1
the Caribbean but in space lol,1
switching POV,1
slowburn,1
series-typical violence,1
post episode: S05e16 aka Our Man Bashir,1
on god we gone eat some fruit,1
lots of banter,1
intrigue! except the author has no idea how to weave a mystery storyline together,1
grief of a sort,1
friend breakup but it gets better,1
couples therapy resorts,1
changelings boo we hate your goo,1
Jadzia Dax - Freeform,1
Keiko O'Brien - Freeform,1
Lwaxana POV,1
Rewrite,1
Sitcom,1
Episode: s04 ep08 Little Green Men,1
discussion of sex,1
Double Drabble,1
tragic lack of oo-mox,1
and a little light,1
Horny Odo,1
Drunk Odo,1
Podfic Length: 10-20 Minutes,1
Sex While Talking,1
Orgasm Delay/Denial,1
Or is it Talking During Sex,1
Familiarity leads to Sentiment,1
declarations,1
Attempt at Humor,1
and also,1
pre relationship garashir but they love each other okay,1
enabran tain it's on sight,1
Season/Series 07,1
Past Character Death,1
It's Not Paranoia If They're Really Out To Get You,1
Garak's dark past back to haunt him again rip,1
sex in the workplace,1
Spying,1
Shameless Smut,1
supportive friends,1
Plot What Plot,1
Julian is a nervous wreck,1
Garak is also a nervous wreck,1
simultaneously,1
Post-Episode: s05e24 Empok Nor,1
psychotropic compounds can really put a crimp on things,1
I can't do more tags or it'll give it away,1
Prank Gift,1
Broken Bones,1
emotional catharsis,1
Unhappy Recollections,1
Learning to Listen,1
Hurt/Comfort (emotional),1
All Right in the End,1
skipping some steps in there though lol,1
recovering Cardassia,1
Minor time skip,1
Emotional displacement,1
Canon Divergence - Damar Lives,1
spy julian,1
Tragedy,1
Lack of Communication,1
dark impulses,1
Violent Thoughts,1
Podfic Cover Art,1
belated Christmas fic,1
Mistletoe,1
many headcanons,1
Grooming,1
Gen or Pre-Slash,1
Dayoun is not the abusive relationship,1
I have one mood and it's letter writing I guess,1
Pencil,1
Implied Oral,1
GIMP (GNU Image Manipulation Program),1
Computer Colors,1
Comfort Sex,1
not Mirror verse but definitely alternate universe,1
Transporter Accident,1
Lwaxana solves her problems by creating problems for others,1
Garak is mentally ill,1
No Xuē Yáng | Xuē Chéngměi,1
Bajoran Religion,1
Being Walked In On,1
so they stop,1
previous bad sexual experiences,1
just to be contrary,1
consent is revoked,1
but they're not soulmates,1
but all consensual,1
breakdown - Freeform,1
Julian has some self-worth issues,1
Consensual Sex,1
Relationship Problems,1
Raising a Child,1
Garak and Julian have a baby,1
Supposedly Straight Julian Bashir,1
Equal Parts Fluff and Angst,1
Withdrawal,1
Swimming,1
No Plot/Plotless,1
Multi-Era,1
(in pt 5),1
Terminal Illnesses,1
Revelations,1
Prompt: Injury/Recovery,1
Discussions of Suicide,1
there is some Garak and Bashir POV eventually,1
characters with minor appearances:,1
Morn - Freeform,1
